lastUpdated,text,title,url
2019-12-19 16:41:00,"Ken Manheimer has been a prominent software developer of Zope and GNU Mailman who worked for NIST, CNRI, Digital Creations and Zope Corporation, and SpiderOak. He's been listed by Guido van Rossum together with Barry Warsaw as the probable inventor of the term Benevolent Dictator For Life (during his CNRI tenure).[1]Famous quotes[edit]""computers usefulness is ridiculously improbable.  you can quote me.""References[edit]^""Origin of BDFL"". Archived from the original on 2010-12-20..mw-parser-output cite.citation{font-style:inherit}.mw-parser-output .citation q{quotes:""\""""""\""""""'""""'""}.mw-parser-output .id-lock-free a,.mw-parser-output .citation .cs1-lock-free a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Lock-green.svg/9px-Lock-green.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .id-lock-limited a,.mw-parser-output .id-lock-registration a,.mw-parser-output .citation .cs1-lock-limited a,.mw-parser-output .citation .cs1-lock-registration a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Lock-gray-alt-2.svg/9px-Lock-gray-alt-2.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .id-lock-subscription a,.mw-parser-output .citation .cs1-lock-subscription a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Lock-red-alt-2.svg/9px-Lock-red-alt-2.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output .cs1-subscription,.mw-parser-output .cs1-registration{color:#555}.mw-parser-output .cs1-subscription span,.mw-parser-output .cs1-registration span{border-bottom:1px dotted;cursor:help}.mw-parser-output .cs1-ws-icon a{background:url(""//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/12px-Wikisource-logo.svg.png"")no-repeat;background-position:right .1em center}.mw-parser-output code.cs1-code{color:inherit;background:inherit;border:inherit;padding:inherit}.mw-parser-output .cs1-hidden-error{display:none;font-size:100%}.mw-parser-output .cs1-visible-error{font-size:100%}.mw-parser-output .cs1-maint{display:none;color:#33aa33;margin-left:0.3em}.mw-parser-output .cs1-subscription,.mw-parser-output .cs1-registration,.mw-parser-output .cs1-format{font-size:95%}.mw-parser-output .cs1-kern-left,.mw-parser-output .cs1-kern-wl-left{padding-left:0.2em}.mw-parser-output .cs1-kern-right,.mw-parser-output .cs1-kern-wl-right{padding-right:0.2em}""Feasting on life with veteran programmer Ken Manheimer"".",Ken Manheimer,https://en.wikipedia.org/wiki/Ken_Manheimer
2020-02-29 06:52:00,"  A timeline chart of how Linux distributions have forked.In software engineering, a project fork happens when developers take a copy of source code from one software package and start independent development on it, creating a distinct and separate piece of software. The term often implies not merely a development branch, but also a split in the developer community, a form of schism.[1]Free and open-source software is that which, by definition, may be forked from the original development team without prior permission, without violating copyright law. However, licensed forks of proprietary software (e.g.Unix) also happen.
Contents1Etymology2Forking of free and open-source software3Forking proprietary software4See also5",Fork (software development),https://en.wikipedia.org/wiki/Fork_(software_development)
2020-03-31 12:21:00,"Subculture of individualsNot to be confused with Security hacker.This article has multiple issues. Please help improve it or discuss these issues on the talk page. (Learn how and when to remove these template messages)
      This article's tone or style may not reflect the encyclopedic tone used on Wikipedia. See Wikipedia's guide to writing better articles for suggestions.  (June 2011) (Learn how and when to remove this template message)This article needs additional citations for verification. Please help improve this article by adding citations to reliable sources. Unsourced material may be challenged and removed.Find sources: ""Hacker culture"" – news ",Hacker culture,https://en.wikipedia.org/wiki/Hacker_culture
2020-03-11 09:10:00,"American computer programmer, author, and advocate for the open source movement""Eric Raymond"" redirects here. For other uses, see Eric Raymond (disambiguation).This article may rely excessively on sources too closely associated with the subject, potentially preventing the article from being verifiable and neutral. Please help improve it by replacing them with more appropriate citations to reliable, independent, third-party sources.  (July 2015) (Learn how and when to remove this template message)Eric S. RaymondRaymond at Linucon 2004Born (1957-12-04) December 4, 1957 (age 62)Boston, MassachusettsNationalityAmericanAlma materUniversity of Pennsylvania (dropped out)[1]OccupationSoftware developer",Eric S. Raymond,https://en.wikipedia.org/wiki/Eric_S._Raymond
2020-03-22 00:42:00,"""Homesteading the Noosphere"" (abbreviated HtN) is an essay written by Eric S. Raymond about the social workings of open-sourcesoftware development. It follows his previous piece ""The Cathedral and the Bazaar"" (1997).
The essay examines issues of project ownership and transfer, as well as investigating possible anthropological roots of the gift culture in open source as contrasted with the exchange culture of closed source software. Raymond also investigates the nature of the spread of open source into the untamed frontier of ideas he terms the noosphere, postulating that projects that range too far ahead of their time fail because they are too far out in the wilderness, and that successful projects tend to relate to existing projects.
Raymond delves into the contrast between the stated aims of open source and observed behaviors, and also explores the underlying motivations of people involved in the open source movement. He seems to settle on the idea that open source practitioners find striving for a great reputation within the ""tribe"" a key motivational feature.
Contents1Citations2In popular culture3See also4References",Homesteading the Noosphere,https://en.wikipedia.org/wiki/Homesteading_the_Noosphere
2020-02-05 23:40:00,"Welcome to Wikipedia,the freeencyclopedia that anyone can edit.6,048,993 articles in EnglishArtsBiographyGeographyHistoryMathematicsScienceSocietyTechnologyAll portalsFrom today's featured articleMaureen McCormickWhen You Get a Little Lonely",Main Page,https://en.wikipedia.org/wiki/Main_Page
2020-02-28 11:59:00,"This article has multiple issues. Please help improve it or discuss these issues on the talk page. (Learn how and when to remove these template messages)
      This article's factual accuracy may be compromised due to out-of-date information. Please update this article to reflect recent events or newly available information.  (November 2010)This article needs additional citations for verification. Please help improve this article by adding citations to reliable sources. Unsourced material may be challenged and removed.Find sources: ""Linux.com"" – news ·newspapers ·books ·scholar ·",Linux.com,https://en.wikipedia.org/wiki/Linux.com
2019-12-13 20:47:00,"Dissociated press is a parody generator (a computer program that generates nonsensical text). The generated text is based on another text using the Markov chain technique. The name is a play on ""Associated Press"" and the psychiatric term dissociative identity disorder (which may result in somewhat similar word salad during quick switches between personalities).
An implementation of the algorithm is available in Emacs. Another implementation is available as a Perl module in CPAN, Games::Dissociate.[1]Contents1The algorithm2Examples3History4See also5References",Dissociated press,https://en.wikipedia.org/wiki/Dissociated_press
2020-02-17 07:49:00,"Not to be confused with Konqueror.ConkerorConkeror web browser running on Ubuntu Linux 10.04Developer(s)Shawn Betts, John J. Foerch, Jeremy Maitin-ShepardStable release1.0.4[1]
   / November 29, 2017; 2 years ago (2017-11-29)Written inJavaScriptOperating systemCross-platformPlatformXULRunnerTypeWeb browserLicenseGNU GPL, GNU LGPL and MPLWebsiteconkeror.orgConkeror is a Mozilla-based web browser designed to be navigated primarily by a computer keyboard. Its design is mainly patterned after the text editor GNU Emacs, with some influence from other programs, including vi.[2]It was originally written by ",Conkeror,https://en.wikipedia.org/wiki/Conkeror
2020-04-01 23:10:00,"This article may require cleanup to meet Wikipedia's quality standards. The specific problem is: article needs to be reorganized, updated, and better sourced Please help improve this article if you can.  (February 2020) (Learn how and when to remove this template message)
In computer networking, Server Message Block (SMB), one version of which was also known as Common Internet File System (CIFS/sɪfs/),[1][2] is a network communication protocol[3] for providing shared access to files, printers, and serial ports between nodes on a network. It also provides an authenticated ",Server Message Block,https://en.wikipedia.org/wiki/Server_Message_Block
2020-03-18 08:42:00,"Write Ahead Physical Block Logging (WAPBL) provides meta data journaling for file systems in conjunction with Fast File System (FFS) to accomplish rapid filesystem consistency after an unclean shutdown of the filesystem and better general use performance over regular FFS.[1][2][3][4]  With the journal, fsck is no longer required at system boot; instead, the system can replay the journal in order to correct any inconsistencies in the filesystem if the system has been shutdown in an unclean fashion.[3]History[edit]WAPBL was initially committed into NetBSD in 2008, and first appeared with NetBSD 5.0 (2009).[5][2][6]With NetBSD 6.0 (2012), soft updates (known as soft dependencies in NetBSD) was removed in favour of WAPBL.[7][8]See also[edit].mw-parser-output .portal{border:solid #aaa 1px;padding:0}.mw-parser-output .portal.tleft{margin:0.5em 1em 0.5em 0}.mw-parser-output .portal.tright{margin:0.5em 0 0.5em 1em}.mw-parser-output .portal>ul{display:table;box-sizing:border-box;padding:0.1em;max-width:175px;background:#f9f9f9;font-size:85%;line-height:110%;font-style:italic;font-weight:bold}.mw-parser-output .portal>ul>li{display:table-row}.mw-parser-output .portal>ul>li>span:first-child{display:table-cell;padding:0.2em;vertical-align:middle;text-align:center}.mw-parser-output .portal>ul>li>span:last-child{display:table-cell;padding:0.2em 0.2em 0.2em 0.3em;vertical-align:middle}Free and open-source software portalLog-structured file system",Write Ahead Physical Block Logging,https://en.wikipedia.org/wiki/Write_Ahead_Physical_Block_Logging
2020-03-14 15:54:00,"This article is about the filesystem concept. For the technique in floating-point arithmetic, see Floating point § Addition and subtraction.This article includes a list of references, but its sources remain unclear because it has insufficient inline citations. Please help to improve this article by introducing more precise citations.  (September 2014) (Learn how and when to remove this template message)In computing, the sticky bit is a user ownership access rightflag that can be assigned to files and directories on Unix-like systems.
When a directory's sticky bit is set, the filesystem treats the files in such directories in a special way so only the file's owner, the directory's owner, or root user can rename or delete the file. Without the sticky bit set, any user with write and execute permissions for the directory can rename or delete contained files, regardless of the file's owner. Typically this is set on the /tmp directory to prevent ordinary users from deleting or moving other users' files.
The modern function of the sticky bit was introduced in 4.3BSD[discuss]",Sticky bit,https://en.wikipedia.org/wiki/Sticky_bit
2020-02-04 12:40:00,"Allowed actions in file systemsMost file systems have methods to assign permissions or access rights to specific users and groups of users.  These permissions control the ability of the users to view, change, navigate, and execute the contents of the file system. In some cases, menu options or functions may be made visible or hidden depending on a user's permission level; this kind of user interface is referred to as permission-driven.
Two types of permissions are very widely used: traditional Unix permissions date back many decades to the earliest days of Unix.  They are universally available on all Unix and Linux derived platforms. Access Control Lists (ACLs) are more recent in origin and are universally used on Microsoft Windows based file systems where the file system supports user permissions (mainly NTFS and ReFS), and are also now commonly used and widely available in most common Unix and Linux based systems, although not necessarily all. They are generally capable of far more detailed fine-tuning of permissions than the traditional Unix permissions, and permit a system of access control which traditional ACLs cannot provide. On Unix and Linux based systems, the standard type of ACL is that defined by the POSIX standard (POSIX ACLs) but other variants exist such as NFS v3 and v4 ACLs, which work slightly differently (NFSv3 ACLs or NFSv4 ACLs). 
Where multiple systems are available within the same operating system, there is usually a way to specify which will be used for any given file system, and how the system should handle attempts to access or modify permissions that are controlled by one of these, using commands designed for another. The usual solution is to ensure at least some degree of awareness and inter-operability between the different commands and methods.
Contents1",File system permissions,https://en.wikipedia.org/wiki/File_system_permissions
2020-04-02 00:49:00,"American seed acceleratorThis article is about the company named 'Y Combinator'. For the combinator called 'Y' in the theory of computation, see Fixed-point combinator § Fixed-point combinators in lambda calculus.Y Combinator Management, LLCTypeLimited liability companyIndustrySeed acceleratorFoundedMarch 2005; 15 years ago (2005-03)FounderPaul Graham, Jessica Livingston, Robert Morris, Trevor BlackwellHeadquartersMountain View, California, United StatesNumber of locations2 offices (2014)ProductsVenture capital, InvestmentsWebsiteycombinator.comY Combinator is an American seed accelerator launched in March 2005[1] and has been used to launch over 2,000 companies[2] including Stripe, Airbnb, ",Y Combinator,https://en.wikipedia.org/wiki/Y_Combinator_(company)
2019-03-25 06:10:00,"This article includes a list of references, but its sources remain unclear because it has insufficient inline citations. Please help to improve this article by introducing more precise citations.  (June 2011) (Learn how and when to remove this template message)Soft updates is an approach to maintaining file system meta-data integrity in the event of a crash or power outage.  Soft updates work by tracking and enforcing dependencies among updates to file system meta-data.  Soft updates are an alternative to the more commonly used approach of journaling file systems.
Contents1Method of operation2Implementations3Comparison to journaling file systems4Notes5External links",Soft updates,https://en.wikipedia.org/wiki/Soft_updates
2018-04-09 06:24:00,"This article does not cite any sources. Please help improve this article by adding citations to reliable sources. Unsourced material may be challenged and removed.Find sources: ""Modes"" Unix – news ·newspapers ·books ·scholar ·JSTOR  (March 2010) (Learn how and when to remove this template message)Contents1Format2",Modes (Unix),https://en.wikipedia.org/wiki/Modes_(Unix)
2020-03-15 23:46:00,"Richard P. GabrielBorn (1949-10-31) October 31, 1949 (age 70)Merrimac, MassachusettsCitizenshipUnited StatesEducationB.A., Northeastern University, 1972Graduate studies, Massachusetts Institute of Technology, 1973M.S., University of Illinois, 1975Ph.D., Stanford University, 1981M.F.A., Warren Wilson College, 1998Known forCommon LispWorse is BetterMaclispLeague for Programming FreedomLucid Inc.XEmacsSpouse(s)KathyLynneJoChildren2AwardsAssociation for Computing Machinery Fellows Award, 1998ACM-AAAI Allen Newell Award, 2004Scientific careerFieldsComputer science",Richard P. Gabriel,https://en.wikipedia.org/wiki/Richard_P._Gabriel
2020-03-23 00:46:00,"This article is about the web portal. For the search engine, see Yahoo! Search. For other uses, see Yahoo (disambiguation). For the remainder of the original company after the 2017 buyout, see Altaba. For yahoo.co.jp, see Yahoo! Japan.Internet services providerYahoo!ScreenshotHome pageType of businessSubsidiaryType of siteWeb portalFoundedJanuary 1994; 26 years ago (1994-01)HeadquartersSunnyvale, California, U.S.Area servedWorldwideFounder(s)Jerry YangDavid FiloProductsYahoo! NewsYahoo! MailYahoo! Finance",Yahoo!,https://en.wikipedia.org/wiki/Yahoo!
2020-01-22 08:45:00,"WikinewsThe current Wikinews logoScreenshot of wikinews.orgType of siteNews wikiAvailable inMultilingualHeadquartersMiami, FloridaOwnerWikimedia FoundationCreated byWikimedia communityURLwww.wikinews.orgAlexa rank 62,218 (January 2020[update])[1]CommercialNoRegistrationOptionalLaunchedNovember 8, 2004; 15 years ago (2004-11-08)Content licenceCC-BYWikinews is a free-contentnews sourcewiki and a ",Wikinews,https://en.wikipedia.org/wiki/Wikinews
2020-04-02 03:06:00,"Private research university in Stanford, California, US""Stanford"" redirects here. For other uses, see Stanford (disambiguation).Leland Stanford Junior UniversityMottoGerman: Die Luft der Freiheit weht[1]Motto in English""The wind of freedom blows""[1]TypePrivateresearch universityEstablished1891; 129 years ago (1891)[2][3]FounderLeland and Jane StanfordEndowment$27.7 billion (2019)[4]Budget$6.5 billion (2018–19)[5]PresidentMarc Tessier-LavigneProvostPersis DrellAcademic staff2,240[6]Administrative staff12,508[7] excluding ",Stanford University,https://en.wikipedia.org/wiki/Stanford_University
2020-04-01 02:00:00,"Web archive serviceFor help citing the Wayback Machine in the English Wikipedia, see Help:Using the Wayback Machine.Not to be confused with WABAC machine or Time machine (disambiguation).Wayback MachineScreenshotWayback Machine homepage in November 2015Type of siteArchiveArea servedWorldwide (except China and Russia)OwnerInternet ArchiveURLweb.archive.orgAlexa rank 167 (January 2020[update])[1]RegistrationOptionalLaunchedOctober 24, 2001; 18 years ago (2001-10-24)[2][3]Current statusActiveWritten inJava",Wayback Machine,https://en.wikipedia.org/wiki/Wayback_Machine
2020-04-03 16:21:00,"Software framework that is designed to support the development of websites, its applications, services and resourcesThis article has multiple issues. Please help improve it or discuss these issues on the talk page. (Learn how and when to remove these template messages)
      This article may require cleanup to meet Wikipedia's quality standards. No cleanup reason has been specified. Please help improve this article if you can.  (August 2009) (Learn how and when to remove this template message)This article needs additional citations for verification. Please help improve this article by adding citations to reliable sources. Unsourced material may be challenged and removed.Find sources: ""Web framework"" – news ·newspapers",Web framework,https://en.wikipedia.org/wiki/Web_framework
2020-03-13 18:35:00,"software development model encouraging open collaborationThis article possibly contains synthesis of material which does not verifiably mention or relate to the main topic. Relevant discussion may be found on the talk page.  (March 2016) (Learn how and when to remove this template message)The open-source model is a decentralized software development model that encourages open collaboration.[1][2]
A main principle of open-source software development is peer production, with products such as source code, blueprints, and documentation freely available to the public. The open-source movement in software began as a response to the limitations of proprietary code. The model is used for projects such as in open-source appropriate technology,[3] and open-source drug discovery.[4][5]Open source promotes universal access via an open-source or free license to a product's design or blueprint, and universal redistribution of that design or blueprint.[6]",Open-source model,https://en.wikipedia.org/wiki/Open-source_model
2020-03-31 13:14:00,"This article needs additional citations for verification. Please help improve this article by adding citations to reliable sources. Unsourced material may be challenged and removed.Find sources: ""Software as a service"" – news ·newspapers ·books ·scholar ·JSTOR  (December 2017) (Learn how and when to remove this template message)Software as a service (SaaS/sæs/[1]) is a software licensing",Software as a service,https://en.wikipedia.org/wiki/Software_as_a_service
2019-12-23 07:02:00,"GNU MailmanMailman filesDeveloper(s)Abhilash Raj[1]Initial releaseJuly 30, 1999; 20 years ago (1999-07-30)[2]Stable release3.3.0[3]
   / 2019-09-05[±]Repositorygitlab.com/mailman/mailmanWritten inMostly Python, some COperating systemUnix-likeAvailable inMany languagesTypeMailing list management softwareLicenseGNU GPLv3 +Websitewww.gnu.org/software/mailman/GNU Mailman is a computer software application",GNU Mailman,https://en.wikipedia.org/wiki/Barry_Warsaw
2020-04-03 22:02:00,"This article is about the federal republic in North America. For other uses, see Mexico (disambiguation).""United Mexican States"" redirects here. For the historical states, see First Mexican Republic and Second Federal Republic of Mexico.Country in North AmericaCoordinates: 23°N102°W﻿ / ﻿23°N 102°W﻿ / 23; -102United Mexican StatesEstados Unidos Mexicanos(Spanish)
        
            
            Flag
        
        
            
             Coat of arms
        
    Anthem: ""Himno Nacional Mexicano""(English: ""Mexican National Anthem"")",Mexico,https://en.wikipedia.org/wiki/Mexico
2020-03-01 03:17:00,"City and Municipality in Morelos, MexicoCuernavacaCity and MunicipalityCuernavaca CityCoat of armsNickname(s): ""City of Eternal Spring""CuernavacaLocation in MexicoShow map of MorelosCuernavacaCuernavaca (Mexico)Show map of MexicoCoordinates: 18°55′07″N99°14′03″W﻿ / ﻿18.91861°N 99.23417°W﻿ / 18.91861; -99.23417Coordinates: 18°55′07″N99°14′03″W﻿ / ﻿18.91861°N 99.23417°W﻿ / 18.91861; -99.23417Country MexicoStateMorelosFounded1714Municipal Status1821Government • Municipal PresidentFrancisco Antonio Villalobos Juntos Haremos HistoriaArea • Municipality151.2 km2 (58.4 sq mi)Elevation",Cuernavaca,https://en.wikipedia.org/wiki/Cuernavaca
2020-01-31 04:54:00,"Jamie ZawinskiBornJames Werner Zawinski (1968-11-03) November 3, 1968 (age 51)Pittsburgh, PennsylvaniaOccupationDNA Lounge proprietorWebsitewww.jwz.orgJames Werner Zawinski (born November 3, 1968), commonly known as jwz, is an American computer programmer with  contributions to the free software projects Mozilla and XEmacs, and early versions of the Netscape Navigator web browser. He maintains the XScreenSaver project which provides screenblanking for Mac OS X and for Unix and Unix-like computer operating systems using the X Window System.[1]Zawinski is currently the ",Jamie Zawinski,https://en.wikipedia.org/wiki/Jamie_Zawinski
2019-09-23 10:57:00,"Netscape NavigatorNetscape Navigator 9.0Developer(s)Netscape CommunicationsAOLInitial releaseDecember 15, 1994; 25 years ago (1994-12-15)Stable release9.0.0.6 (February 20, 2008; 12 years ago (2008-02-20)) [±]Preview releaseNone (n/a) [±]TypeWeb browserLicenseProprietary software  A/UX running Netscape.The Netscape web browser is the general name for a series of web browsers formerly produced by Netscape Communications Corporation, a former subsidiary of AOL. The original browser was once the dominant browser in terms of usage share, but as a result of the first browser war, it lost virtually all of its share to Internet Explorer.[1]Netscape was discontinued and support for all Netscape browsers and client products was terminated on March 1, 2008.[2]",Netscape (web browser),https://en.wikipedia.org/wiki/Netscape_(web_browser)
2020-02-02 16:29:00,"Eric HahnBorn (1960-03-19) March 19, 1960 (age 60)ChildrenTwo sons, Evan and JeremyEric Hahn (born March 19, 1960) is an American serial entrepreneur and computer software programmer who founded an early e-mail-based groupware company called Collabra Software in 1992. Netscape acquired Collabra in 1995, and in 1997 Hahn became Netscape's CTO. According to SEC filings Hahn netted approximately $29 million from sales in Netscape stock.[2]Contents1Career2Personal life3References4External links

Career[edit]Hahn founded ",Eric Hahn,https://en.wikipedia.org/wiki/Eric_Hahn
2020-03-28 16:02:00,"See also: Mozilla Foundation and Mozilla CorporationThis article is about the Mozilla community. For the program of the same name, see Mozilla Application Suite. For the mascot used by Netscape and the Mozilla community, see Mozilla (mascot).Free and open-source software community, developer of Firefox and ThunderbirdMozillaIndustryOpen-source softwareFoundedMarch 31, 1998; 22 years ago (1998-03-31)FounderNetscape Communications CorporationHeadquartersKansas City ProductsFirefoxDivisionsMozilla CorporationMozilla FoundationWebsitewww.mozilla.org  Zilla Slab, Mozilla's typeface since 2017Mozilla (stylized as moz://a) is a ",Mozilla,https://en.wikipedia.org/wiki/Mozilla
2020-03-29 14:58:00,"For the political term, see Benevolent dictatorship.Benevolent dictator for life (BDFL) is a title given to a small number of open-source software development leaders, typically project founders who retain the final say in disputes or arguments within the community. The phrase originated in 1995 with reference to Guido van Rossum, creator of the Python programming language.[1][2] Shortly after Van Rossum joined the Corporation for National Research Initiatives, the term appeared in a follow-up mail by Ken Manheimer to a meeting trying to create a semi-formal group that would oversee Python development and workshops; this initial use included an additional joke of naming Van Rossum the ""First Interim BDFL"".[1] Van Rossum announced on July 12, 2018, that he would be stepping down as BDFL of Python.[3]BDFL should not be confused with the more common term for open-source leaders, ""benevolent dictator"", which was popularized by Eric S. Raymond's essay ""Homesteading the Noosphere"" (1999).[4] Among other topics related to hacker culture, Raymond elaborates on how the nature of open source forces the ""dictatorship"" to keep itself benevolent, since a strong disagreement can lead to the forking of the project under the rule of new leaders.
Referrant candidates[edit]

Name
",Benevolent dictator for life,https://en.wikipedia.org/wiki/Benevolent_Dictator_For_Life
